,date,content,username
74,2022-07-22 15:00:00+00:00,"#Relationshiptips 
#relationshipgoals #relationshipquotes #relationship #Respectwomen  #womenempowerment #independentwoman  #Daughter #maa  #Mother #Father #Son #Brother #Sisiter #Love #Family https://t.co/syBFCkAlQH",NariKesari
75,2022-07-22 14:28:24+00:00,"@Sri_Chaitanya_ Your posts on social media looks great but the real experience from your management is terrible .
Faculty members doest really support women &amp; it's a self experience sharing here .
#dontfakeit #WomensRights #Respectwomen #respectmothers",Ramyakrishna_95
76,2022-07-22 13:06:33+00:00,Got a run in before the heat sets in!!! Great way to start the day!! #DayByDay #FindAWay #NowWhatSoWhat #GBR #Huskers #RTB #QBS #PROTECTOURCHILDREN #ABOLISHASSAULTRIFLES #RESPECTWOMEN https://t.co/FCfduDWboi,cernball
77,2022-07-22 12:19:24+00:00,"Contamos com a participação de vocês ! 

Não se esqueçam que estamos juntas na luta pelo respeito e em novembro nos veremos nas arquibancadas de Interlagos !
Vamos juntas !!! 

#RespectWomen #BrazilGP",thelapone
78,2022-07-22 10:50:32+00:00,"दिल के बहलाने का सामान न समझा जाये
हमको अब इतना भी आसान न समझा जाये !
हम भी दुनिया की तरह जीने का हक़ मॉंगती हैं,
इसको ग़द्दारी का ऐलान न समझा जाये !!
अब तो बेटे भी चले जाते हैं होकर रुख़्सत,
सिर्फ़ बेटी को ही मेहमान न समझा जाये !!😍
#respectwomen",itz_awashya
79,2022-07-22 08:57:51+00:00,"@RespectWomenNOW @DangeRussWilson @ciara @1future ...and you have the nerve to have the name ""RespectWomen..."" &amp; was just disrespectful in your comment. Have several seats please.",LadyG1228
80,2022-07-22 08:56:51+00:00,"#Respectwomen
एक नारी का सवाल इस दुनियां से_
मुझे भगवान ने देवी का रूप कहा तो दुनिया ने मुझे क्यू समझा खिलौना?
मुझे संविधान में समानता का अधिकार दिया तो समाज में क्यू नही?
घर मे बेटी , बहन,मां,पत्नी ... का दर्जा दिया
तो घर से बाहर बच्चा, आइटम, सामान क्यू ? https://t.co/AAJhYPVPR3",k_krubi
81,2022-07-22 07:00:41+00:00,@zadanowsky @leannrimes Omg @zadanowsky please don’t do that. Regardless of who it is and what they share on social media. Objectifying women is unacceptable always. #respectwomen #empowerher #buildherup,JesseVeritas
82,2022-07-22 04:37:17+00:00,"@sanshash BC Mein Aurat ki Respect Kartu hu
MKC
#RespectWomen",Rajesh7xo
83,2022-07-22 02:30:20+00:00,"SHAMEFUL! 😡😡
In #Pak, US tourist tiktoker was gang raped by her guide &amp; his friends. No wonder Pak gets less than 20,000 foreign tourists while #Kashmir got over 1 Crores tourists in 1st six months of 2022.
#RespectWomen #PakistaniSharmindaHai #FailedStatePak https://t.co/FhsZyRX5y9",Shaurya121095
84,2022-07-21 19:35:14+00:00,"#FuckTheHatefulBigots 
#RespectWomen!!!!! https://t.co/dV85kIS4ya",notoveryet9
85,2022-07-21 19:32:49+00:00,"@AngieCraigMN Some religions believe life starts when first breath is taken. We have separation of church and state so no one’s religious beliefs should supercede any others. That’s actually in the constitution! Respect women, respect choice. #VoteProChoice #RespectWomen
#NoSuchThingAsUnborn",cd2action
86,2022-07-21 17:28:48+00:00,@BeatStars Let’s go ladies #respectwomen🔥✊🏾💯,JermaineKimbro2
87,2022-07-21 16:42:52+00:00,Another morning run while my car was getting worked on. Humid as all get out!! #DayByDay #FindAWay #NowWhatSoWhat #GBR #Huskers #RTB #QBS #PROTECTOURCHILDREN #ABOLISHASSAULTRIFLES #RESPECTWOMEN https://t.co/X8SQeNe6ga,cernball
88,2022-07-21 16:23:29+00:00,"Women should be respected everywhere in any circumstances. 
Everyone must be punished who were in the frisking in Kerala at #NEETExam! 
#Kerala #RespectWomen",HemanthPanduri
89,2022-07-21 15:46:35+00:00,@KittyCat1603 @kai_oluna @soniasodha @thismorning @TomSwarbrick1 If dudes were willing to stay in their lane we wouldn't be having any of these debates because they'd #RespectWomen which is sadly seen as a #Utopian #Dream rather than a possibility in a better world,rascallycake
90,2022-07-21 15:00:03+00:00,"#Relationshiptips 
#relationshipgoals #relationshipquotes #relationship #Respectwomen  #womenempowerment #independentwoman  #Daughter #maa  #Mother  #Love #Family https://t.co/FZ2GQ0B36Y",NariKesari
91,2022-07-21 00:01:09+00:00,"Anybody who treats any woman badly let alone kill is sick. Please don't be one of those.

#RespectWomen https://t.co/sRrTD1jSVu",DJLiquidBeats
92,2022-07-20 15:34:23+00:00,Just not in mere Words Respect Women. Respect Women in Your Every Act of Life #RespectWomen #WomenEmpowerment .,EruchChampion
93,2022-07-20 15:22:48+00:00,Morning run on a day off. Nice northern breeze!! Good pace but needs some improvement!! #DayByDay #FindAWay #NowWhatSoWhat #GBR #Huskers #RTB #QBS #PROTECTOURCHILDREN #ABOLISHASSAULTRIFLES #RESPECTWOMEN https://t.co/CNfoRgXPWF,cernball
94,2022-07-20 15:00:00+00:00,"#Relationshiptips 
#relationshipgoals #relationshipquotes #relationship #Respectwomen  #womenempowerment #independentwoman  #Daughter #maa  #Mother #Father #Son #Brother #Sisiter #Love #Family https://t.co/zTH4pgUbU8",NariKesari
95,2022-07-20 10:39:47+00:00,"@Venkate75182504 @itsmeNBKNTR @SkypeSoul Nuvvu chusinava brother ... Miku mrage iteh mi best half gurinichi worst ga matladiteh telustundi noppi ..

#RespectWomen 🙏",Mn1I96
96,2022-07-20 08:45:51+00:00,@msatym @JessicaNigri @TazB_Leoncillo @FlexyTiffy @AnisaJomha @notbijoudemi @JOJOsaysbreee @BabyHsu888 @SonjaShio @OMGitsfirefoxx @Ev1lHiccup @FemSteph @Akemi101xoxo @iamemxi @swoleotaku1 @Susu_jpg @tashalej  #Respectwomen #WomensRightsAreHumanRights #BLM,ShaunBanks1979
97,2022-07-20 03:23:34+00:00,"Namaste Sir, needs to take strengthen action against them so that shouldn't repeat any one in any institutions against the womens regards the issue 🙏.
@AmitShah 
#SupremeCourtOfIndia 
#Respectwomen 
#India 🙏. https://t.co/qAsGMgIExE",ShattyAmir
98,2022-07-20 02:45:52+00:00,"“यदि आप महिलाओं का सम्मान नहीं कर सकते, तो आप किसी और का सम्मान भी नहीं कर सकते, क्योंकि महिला ही तो आपको इस संसार में लाती 

#respectwomen #respect #women #love #womenempowerment #india  #savegirls  #savegirlchild #respectwomenfeelings #womenpower #stopabusingwomen https://t.co/EkkvlK0Jsb",Malini_Dahiya
99,2022-07-20 00:58:56+00:00,"This is the best thing that came out of the space last night. Hate has no room in web3. #web3 #nft #love #community #loveoverhate #byehaters #respectwomen #nohaters #standup #Godloves
@BlueChimpz @DinoFamNFTs @WAllianceNFT @PastelPersons @hro @CAMEOPASS @ParisHilton @WomenriseNFT https://t.co/x1zm8LSB77",theb52bomber
100,2022-07-19 23:11:23+00:00,I survived in spite of what the Niki said!!! These steamy days are hard to run in but so what!!! Keep it up!!!! #DayByDay #FindAWay #NowWhatSoWhat #GBR #Huskers #RTB #QBS #PROTECTOURCHILDREN #ABOLISHASSAULTRIFLES #RESPECTWOMEN https://t.co/yAtOxS7CPU,cernball
101,2022-07-19 21:49:29+00:00,It's depressingly predictable that this garnered 'you must have been asking for it' comments. #RespectWomen #NoMeansNo https://t.co/DaBk59KiWj,BodenJones
102,2022-07-19 21:09:08+00:00,#Ghana #Pennsylvania #Nonprofit #help #funding #money #Respect #respectwomen #laceyshouse #childrensrights https://t.co/hfXnjpAPJp,LaceyHouseGha
103,2022-07-19 18:36:43+00:00,"मेरे अल्फ़ाज़
मां के लिए कुछ लिख सकूँ इतनी मेरी औकात नही
मां से ही तो मै हूं,इसके अलावा मुझमे कोई बात नही
ऐसा कौनसा शब्द है जो मां की महिमा को पूरा करेगा
जब उसी ने हमे लिखा है तो फिर मां के लिए कोई क्या शब्द लिखेगा...❤️🙏

#loveyoumom
#maa
#merasansar
#PositiveVibes
#respectwomen",lokeshsiddh1408
104,2022-07-19 15:00:00+00:00,"#Relationshiptips 
#relationshipgoals #relationshipquotes #relationship #Respectwomen  #womenempowerment #independentwoman  #Parents #maa  #Mother #Father #Love #Family https://t.co/M0bfmLp9VG",NariKesari
105,2022-07-19 13:34:06+00:00,Mais tarde espero gravar o vídeo para divulgar a nova ideia para a campanha #RespectWomen,BiaRosenburg
106,2022-07-19 13:13:12+00:00,"“To Live In Bless In Africa You Have To Ignore A Lot” by TB Obwoge
https://t.co/cXTuM2qdQG #Africa #Africans #Corruption #Children #ChildrensRights #HumanRights #RespectWomen #Women #AfricanWomen #BlackWomen #Education #MentalHealth #MentalIllness #Colorism #Xenophobia https://t.co/MZaPSpnZtY",LaceyHouseGha
107,2022-07-19 12:26:18+00:00,"São diversos os relatos sobre assédios nas arquibancadas de Interlagos, e por isso, em 2018 foi lançada a campanha #RespectWomen com o intuito de mudar esses comportamentos e tornar o ambiente mais pacífico para nós mulheres que amam a Fórmula 1",thelapone
108,2022-07-19 09:34:50+00:00,"ਸਾਡੇ ਸਮਾਜ ਦੀਆਂ ਕੁਝ ਕੁੜੀਆਂ ਨੂੰ ਸਿਰਫ਼ ਪਤੀ ਚਾਹੀਦਾ ਹੈ ਪਰਿਵਾਰ ਨਹੀਂ।

#relationshipgoals #relationshipquotes #relationship #Respectwomen #womenempowerment #independentwoman https://t.co/PKf5SvvhAW",JagbaniOnline
109,2022-07-19 03:53:13+00:00,"Treat Your With Respect Even If You Are Angry. 
#respectwomen #treatright https://t.co/QxnNVMnoPI",TaryshiniyS
110,2022-07-19 02:11:53+00:00,"#genderequality #respectwomen 
@EktaVVerma @ajuli01 @Shruti11
Women are first and foremost human beings, and they deserve respect. When we categorise women based on their relationships before deciding whether they should be respected, we fall right into the trap of patriarchy. https://t.co/Icn2Y3GI02",In_visiblescars
111,2022-07-18 23:07:35+00:00,"The #SoarSuperFalcons have shown guts_ we are proud of them. It's a game afterall; these ladies are super sportswomen. Congratulations to the #Morrocan ladies. A good #football drama from our #AfricanWomen as ambassadors for #femalesoccer_ talk about #GenderEquality
#RespectWomen",jideyusuf
112,2022-07-18 22:20:49+00:00,A nice steamy run!!! But what is a guy to do!! Just one foot in front of the other!! #DayByDay #FindAWay #NowWhatSoWhat #GBR #Huskers #RTB #QBS #PROTECTOURCHILDREN #ABOLISHASSAULTRIFLES #RESPECTWOMEN https://t.co/9ntvqBPtgi,cernball
113,2022-07-18 18:50:29+00:00,Yesterday they removed #hijab and today Girls Allegedly Forced To Remove Bra In Kerala For Medical Exam NEET and they will not stop here #respectwomen #ndtv  https://t.co/TAv5B1CZj6,masihuddin_md
114,2022-07-18 16:51:56+00:00,"Shame on such people.@HarimsdH
They must respect women, their freedom #RespectWomen",itz_WeKnow_76
115,2022-07-18 16:38:39+00:00,"RespectWomen 
#respectreligion 
#कुर्सी कि लालच सत्ता हासिल होने के बाद अपनी सिर्फ़ अपनी ज़िंदगी को बेहतर ढंग ले जाना! और समाज में एक आक्रोश पैदा करना यानि धर्म कि चिंगारी लगा देना। जैसा कि बीजेपी, आरएसएस, वीएचपी, बजरंग दल हिन्दू धार्मिक संगठन के तरफ़ से हो रहा हैं. https://t.co/o1ZOU39QKu",Sarfara34169004
